name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
ukraine,2022-03-06,1.9,-2.1,-0.3,1.3,-4.4,-1.6,-7.1,61.4,0.6,100,4.17,"rain,snow",0.1,1.4,22.3,9.4,297.3,1022,80.3,19.2,148.8,10.7,4,10,2022-03-06T06:31:36,2022-03-06T17:47:41,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"remote,33345099999"
ukraine,2022-03-07,0.8,-2.6,-0.9,-0.6,-6.3,-3.8,-6.1,68.7,0.2,100,8.33,"rain,snow",0.1,1.3,29.5,12.6,303.1,1015.1,91.6,20.4,141.7,11.2,4,10,2022-03-07T06:29:27,2022-03-07T17:49:21,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
ukraine,2022-03-08,0.8,-2.6,-1.2,-3.4,-7.5,-5.2,-4.7,78,1.2,100,8.33,"rain,snow",1.5,0.9,39.2,18,350.1,1015.2,89.4,13.8,115.5,9.9,3,10,2022-03-08T06:27:18,2022-03-08T17:51:01,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"remote,33345099999"
ukraine,2022-03-09,-0.6,-4,-2.6,-2.1,-8.8,-6.7,-6.6,74.6,2,100,4.17,snow,0.6,0.5,31.7,14.4,7.7,1021.1,86.7,17.7,110.2,9.5,3,10,2022-03-09T06:25:09,2022-03-09T17:52:40,0.21,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"remote,33345099999"
ukraine,2022-03-10,-2.8,-7.1,-4.8,-7.7,-13.2,-10.6,-13.1,54.3,0.7,100,4.17,snow,0.5,2.1,45,28.8,28.6,1029.8,33.5,22.8,157.3,13.5,5,10,2022-03-10T06:22:59,2022-03-10T17:54:20,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"remote,33345099999"
ukraine,2022-03-11,-0.1,-9.3,-4.7,-2.1,-16.6,-10,-15.3,44.4,0,0,0,,0,1.8,51.1,22.7,23.7,1031.7,19.8,22.7,178.3,15.5,5,10,2022-03-11T06:20:49,2022-03-11T17:55:59,0.28,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-12,3.9,-6.7,-1.5,1.1,-10,-4.6,-9.5,56.5,0.1,100,4.17,"rain,snow",0.4,1,36.7,14.4,313.1,1027.6,56.1,20.4,140.2,12.2,4,10,2022-03-12T06:18:39,2022-03-12T17:57:38,0.31,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"remote,33345099999"
ukraine,2022-03-13,1,-3.2,-0.9,0.2,-6.1,-3,-5.2,73.4,0.3,100,4.17,"rain,snow",0.2,0.9,27.4,11.5,31.7,1029,93.4,15.2,92.3,8,2,10,2022-03-13T06:16:28,2022-03-13T17:59:16,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"remote,33345099999"
ukraine,2022-03-14,6.4,-4,1,4.1,-4,-1,-5.9,61.8,0,0,0,,0,0.5,30.2,13.3,294.9,1034.5,28.4,21.1,179.3,15.6,5,10,2022-03-14T06:14:17,2022-03-14T18:00:55,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,33345099999"
ukraine,2022-03-15,9.9,-1.7,2.9,9,-5.2,0.4,-4.7,59.4,0,0,0,,0,0,27.7,11.2,331.1,1031.2,32.8,20.7,183,15.8,5,10,2022-03-15T06:12:05,2022-03-15T18:02:33,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,33345099999"
ukraine,2022-03-16,4.2,-4.2,-0.6,1.5,-8.2,-3.7,-8.5,57.4,0,0,0,,0,0,34.9,15.1,107.1,1032.7,14.6,21.1,195.3,17,5,10,2022-03-16T06:09:54,2022-03-16T18:04:11,0.44,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-17,1.9,-5.4,-2,-1.1,-7,-4.4,-11.2,52.2,0,0,0,,0,0,37.4,16.2,42.5,1038.9,19.7,21.9,192.8,16.5,5,10,2022-03-17T06:07:42,2022-03-17T18:05:49,0.47,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-18,2.4,-6.3,-2,-0.3,-10.1,-4.6,-11.3,50.7,0,0,0,,0,0,32.8,14.4,36.3,1044.4,1.4,22.7,195.6,16.9,5,10,2022-03-18T06:05:29,2022-03-18T18:07:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-19,5.4,-5.5,0,3.8,-5.5,-1,-10.8,47.1,0,0,0,,0,0,21.6,8.6,354.8,1044.5,13.3,22.3,203.5,17.4,6,10,2022-03-19T06:03:17,2022-03-19T18:09:04,0.54,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-20,9.4,-3.1,3.1,7.4,-5.7,1.1,-8.3,45,0,0,0,,0,0,29.2,14.4,350.6,1042.3,12.3,22.7,200.5,17.4,5,10,2022-03-20T06:01:05,2022-03-20T18:10:41,0.58,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-21,12.9,-0.8,5.9,12.9,-3.3,4.2,-3.7,51.8,0,0,0,,0,0,33.5,14.4,347,1037.7,0.2,22.3,177.9,15.4,5,10,2022-03-21T05:58:52,2022-03-21T18:12:19,0.61,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-22,15.6,0.5,8,15.6,-0.9,7.2,-3.2,48.7,0,0,0,,0,0,20.5,9,3.3,1036.2,0,22.7,198.5,17.3,7,10,2022-03-22T05:56:40,2022-03-22T18:13:56,0.65,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-23,16.2,-0.1,8.9,16.2,-1.8,8.6,-3.8,42.4,0,0,0,,0,0,17.3,7.2,311.8,1029,0,22.7,198.8,17.2,7,10,2022-03-23T05:54:27,2022-03-23T18:15:33,0.68,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-03-24,9.4,2.4,5.8,7,0.3,3.4,-3.3,54.1,1,100,4.17,"rain,snow",0,0,49.3,20.2,307.9,1018.2,40,17.9,195.1,16.9,7,10,2022-03-24T05:52:14,2022-03-24T18:17:09,0.72,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"remote,33345099999"
ukraine,2022-03-25,10.8,0.5,5.6,10.8,-2.3,4.2,-1.2,64.8,0.9,100,4.17,"rain,snow",0,0,34.2,14.4,8.4,1021.3,27.9,17.4,202.1,17.5,7,10,2022-03-25T05:50:02,2022-03-25T18:18:46,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"remote,33345099999"
ukraine,2022-03-26,15.2,3,8.4,15.2,-0.2,6.7,0,56.9,0.7,100,4.17,rain,0,0,68.8,28.1,271.8,1015,60,22.5,135.3,11.7,5,10,2022-03-26T05:47:49,2022-03-26T18:20:23,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,33345099999"
ukraine,2022-03-27,7.4,-0.2,2.8,4.5,-5.7,-1.8,-9.3,41.8,0,0,0,snow,0,0,64.1,28.4,324.4,1019,61.7,21.8,187.1,15.6,6,10,2022-03-27T06:45:37,2022-03-27T19:21:59,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
ukraine,2022-03-28,14.7,-2.6,5.5,14.7,-6,3.4,-8.7,36.7,0,0,0,,0,0,60.8,26.6,246.7,1019.2,29.2,22.7,209,17.9,7,10,2022-03-28T06:43:24,2022-03-28T19:23:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-03-29,16.7,6.3,11.1,16.7,3.2,10.2,0.2,48.4,1,100,4.17,rain,0,0,58.7,21.6,258.3,1005.9,58.9,22.4,144.8,12.3,6,10,2022-03-29T06:41:12,2022-03-29T19:25:12,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-03-30,11.9,5.9,8.4,11.9,5.9,8.2,3,69.8,0.3,100,4.17,rain,0,0,29.2,11.9,254.6,1005.5,90.6,21.1,62.3,5.3,3,10,2022-03-30T06:39:00,2022-03-30T19:26:48,0.93,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-03-31,16.4,4.2,9.7,16.4,4.2,9.5,5.6,78.1,0.7,100,4.17,rain,0,0,32.4,12.6,152,1003.4,95.6,19.8,151.4,13.2,6,10,2022-03-31T06:36:48,2022-03-31T19:28:24,0.97,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-01,13.2,6.1,9.1,13.2,3.8,7.8,7.9,92.4,6.7,100,8.33,rain,0,0,30.6,13.3,56.6,997.8,99.7,13.8,47.5,4.1,3,10,2022-04-01T06:34:37,2022-04-01T19:30:01,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,33345099999"
ukraine,2022-04-02,7.3,2.9,5.4,6.9,-0.7,3,4.2,92.2,4,100,4.17,rain,0,0,41.4,18.4,325.8,994.1,100,13.5,16.2,1.5,1,10,2022-04-02T06:32:25,2022-04-02T19:31:37,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-03,2.4,0.1,1.3,1.4,-3.6,-1.7,-1.1,84.1,1.3,100,8.33,snow,0.5,0.1,31.7,13.7,315.9,1002.7,99,11,89.8,7.8,3,10,2022-04-03T06:30:14,2022-04-03T19:33:13,0.07,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33345099999,remote"
ukraine,2022-04-04,5.7,-2.3,1.6,2.9,-6.9,-1.9,-5.6,61.8,0,0,0,,0,0.1,41,18,277.9,1012.4,53.8,21.7,225.8,19.4,7,10,2022-04-04T06:28:04,2022-04-04T19:34:49,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-04-05,7.1,-0.9,3.1,3.7,-4.3,-0.3,-3,65.2,0.3,100,4.17,rain,0,0,60.8,26.6,221.7,1006.5,71.2,22.9,119.8,10.3,4,10,2022-04-05T06:25:53,2022-04-05T19:36:25,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-06,12.7,2.3,7.6,12.7,-0.1,6.1,3,73.7,0,0,0,rain,0,0,59.8,25.2,245.1,1007.1,82.9,21.9,104.8,9,5,10,2022-04-06T06:23:43,2022-04-06T19:38:01,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-04-07,19.7,5.2,12.6,19.7,5.2,12.3,2.9,54.1,0.1,100,4.17,rain,0,0,47.9,21.6,186.3,1004,76,22.7,216.8,18.7,7,10,2022-04-07T06:21:34,2022-04-07T19:39:37,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"33345099999,remote"
ukraine,2022-04-08,13.1,6.8,9.4,13.1,5.3,8.6,4.5,72.1,3,100,4.17,rain,0,0,52.2,18.4,214.2,998.8,77.9,22.7,120.2,10.3,6,10,2022-04-08T06:19:25,2022-04-08T19:41:13,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,33345099999"
ukraine,2022-04-09,13.8,3.6,9.1,13.8,3.3,8.8,5.1,76,1,100,4.17,rain,0,0,25.9,11.5,180.8,1000.8,91.7,22.1,26.6,2.2,1,10,2022-04-09T06:17:16,2022-04-09T19:42:49,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-10,10.2,5.4,7.3,10.2,2.5,5.3,2.7,73.3,0.8,100,8.33,rain,0,0,41.8,17.6,337.4,1008.2,100,22.7,99,8.4,3,10,2022-04-10T06:15:08,2022-04-10T19:44:25,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-04-11,9.7,3.5,6.7,7,0.3,4,-0.2,62.7,3,100,4.17,rain,0,0,47.2,20.2,345.8,1012,94.8,22.4,145.5,12.6,6,10,2022-04-11T06:13:01,2022-04-11T19:46:01,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-12,9.7,2.5,6.1,6.5,-1.8,2.7,-2.7,54.2,0.1,100,4.17,rain,0,0,59.4,26.3,332.5,1012.9,97,22.6,162.5,14.2,6,10,2022-04-12T06:10:54,2022-04-12T19:47:37,0.36,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-13,6.9,4.1,5.4,3.2,-0.1,1.5,1.7,77.4,0.6,100,20.83,rain,0,0,61.2,25.6,346,1015.2,100,19.8,24.3,2.1,1,10,2022-04-13T06:08:47,2022-04-13T19:49:13,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"33345099999,remote"
ukraine,2022-04-14,13.9,4.4,8.5,13.9,1.3,6.9,-0.2,58.1,0,0,0,,0,0,41.8,18,351.4,1019.8,49.6,22.3,253,21.9,8,10,2022-04-14T06:06:42,2022-04-14T19:50:49,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-04-15,20.1,3.4,12.2,20.1,3.4,12.2,-0.9,42.5,0,0,0,rain,0,0,32.8,14,211.7,1017.3,43.7,22.7,224.9,19.5,7,10,2022-04-15T06:04:37,2022-04-15T19:52:24,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-04-16,15.4,5.3,9.1,15.4,2.5,7.7,4.2,72,0.4,100,4.17,rain,0,0,41.4,18.4,324,1014.8,94.3,20.8,54.8,4.7,2,10,2022-04-16T06:02:32,2022-04-16T19:54:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-17,6.3,1.2,3.6,3.2,-1.8,0.4,-0.1,77.5,9,100,8.33,"rain,snow",0,0,38.5,18,338.5,1019.1,87.9,14.1,134.1,11.5,5,10,2022-04-17T06:00:29,2022-04-17T19:55:36,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"33345099999,remote"
ukraine,2022-04-18,5.5,0.2,2.8,5.4,-2.5,1,-1.6,74,0.9,100,12.5,"rain,snow",0,0,24.5,10.8,336.1,1014.7,95.6,21.4,145.1,12.5,6,10,2022-04-18T05:58:26,2022-04-18T19:57:12,0.56,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"33345099999,remote"
ukraine,2022-04-19,7.2,2.1,4.4,5.5,-1.8,1.4,1.1,79.4,0.9,100,8.33,rain,0,0,42.5,18.4,317.5,1010.4,98.2,22.9,168.2,14.5,5,10,2022-04-19T05:56:24,2022-04-19T19:58:48,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-04-20,9.3,3.6,6.2,8.7,0.7,4.7,1.7,73.4,0.7,100,4.17,rain,0,0,30.2,13,269,1009.4,99.4,22.2,159.5,13.7,7,10,2022-04-20T05:54:23,2022-04-20T20:00:23,0.63,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-21,9,4.2,6.1,7.1,2.4,4.7,3.2,82.6,0.5,100,4.17,rain,0,0,29.2,12.6,176.1,1010.2,92.1,19.3,47.1,4.1,2,10,2022-04-21T05:52:23,2022-04-21T20:01:59,0.66,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-22,11.3,5.1,8,11.3,2.2,6.6,5.8,86.4,5.8,100,8.33,rain,0,0,43.6,17.6,145.5,1014.4,98.2,16.6,21.2,1.8,1,10,2022-04-22T05:50:24,2022-04-22T20:03:34,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-04-23,16.7,6.4,10.8,16.7,3.4,9.8,5.8,72.7,0.5,100,4.17,rain,0,0,49,19.8,146.6,1009.7,92.4,22.2,182.3,15.6,8,10,2022-04-23T05:48:26,2022-04-23T20:05:10,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-24,16.2,6.6,11.7,16.2,4.7,11.4,4.9,65.6,0.4,100,4.17,rain,0,0,30.6,14.4,262.5,1009.2,56,22.5,269.1,23.1,8,10,2022-04-24T05:46:29,2022-04-24T20:06:45,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-25,20.1,7.9,13.7,20.1,7,13.4,7.5,67.1,0.2,100,8.33,rain,0,0,45.7,18,190.3,1008.1,63.8,22.5,132.3,11.3,5,10,2022-04-25T05:44:33,2022-04-25T20:08:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-26,17.3,10.9,13.2,17.3,10.9,13.2,9.7,80,4,100,8.33,rain,0,0,41.8,17.6,273.1,1009.4,93,20.1,160.9,14,8,10,2022-04-26T05:42:38,2022-04-26T20:09:55,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-04-27,17.2,7.2,11.8,17.2,5.3,11.3,4.1,62.5,0.4,100,4.17,rain,0,0,34.9,14,310.5,1018.7,52.3,22.5,189.8,16.5,7,10,2022-04-27T05:40:44,2022-04-27T20:11:30,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-04-28,17.1,6.3,11.7,17.1,6.3,11.6,0.4,48.3,0,0,0,,0,0,24.5,14.4,359.3,1023.4,52.9,22.9,277.8,24,8,10,2022-04-28T05:38:51,2022-04-28T20:13:05,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-04-29,14.5,5.1,10.6,14.5,5.1,10.6,0.3,50.3,0.1,100,4.17,rain,0,0,22.7,9,12.8,1026.1,48.9,23.8,202.1,17.4,8,10,2022-04-29T05:37:00,2022-04-29T20:14:39,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-04-30,14.8,6.6,10.8,14.8,6.6,10.8,1.1,54,0.2,100,4.17,rain,0,0,27.4,11.2,6.5,1024.3,62.4,22.3,244.3,21,8,10,2022-04-30T05:35:09,2022-04-30T20:16:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
ukraine,2022-05-01,15.9,5.1,11,15.9,5.1,11,0.2,50.6,0,0,0,,0,0,16.2,5.4,42.2,1023.3,34.5,24.1,271,23.4,8,10,2022-05-01T05:33:20,2022-05-01T20:17:47,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
ukraine,2022-05-02,18.7,6.9,13,18.7,6.9,13,0.2,43.1,0,0,0,,0,0,26.3,10.8,202.6,1019.7,50.2,23.2,215.6,18.5,8,10,2022-05-02T05:31:33,2022-05-02T20:19:21,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
ukraine,2022-05-03,19.9,8.4,14.8,19.9,8.4,14.8,1.7,42.7,0.1,100,4.17,rain,0,0,33.5,14.4,233.2,1014,65.1,22.6,178.5,15.4,7,10,2022-05-03T05:29:47,2022-05-03T20:20:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-04,16.4,7.9,12.7,16.4,5.6,12.4,0.3,44.5,0,0,0,rain,0,0,41.8,18,348.4,1015.5,32.9,22.6,261.5,22.7,8,10,2022-05-04T05:28:02,2022-05-04T20:22:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-05,15.6,3.5,9.5,15.6,1.5,8.7,-4.2,39.4,0,0,0,,0,0,28.4,11.2,47.3,1025.3,18.8,22.7,305.6,26.4,9,10,2022-05-05T05:26:18,2022-05-05T20:23:59,0.15,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-05-06,18.7,4.7,11.8,18.7,4.7,11.8,-2.4,39,0,0,0,,0,0,29.9,11.9,136.4,1026.8,17.9,22.7,296.2,25.7,8,10,2022-05-06T05:24:37,2022-05-06T20:25:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-05-07,20.1,6.8,13.8,20.1,6.8,13.8,0.3,41,0.1,100,4.17,rain,0,0,34.6,14.4,185,1023.9,87.4,22.7,181.1,15.7,6,10,2022-05-07T05:22:56,2022-05-07T20:27:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-08,21.6,11.7,16,21.6,11.7,16,5.4,50.4,0.1,100,4.17,rain,0,0,30.6,14.4,227.1,1021.3,70.6,22.5,214.8,18.5,7,10,2022-05-08T05:21:18,2022-05-08T20:28:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-09,16.7,9,13.8,16.7,8.1,13.8,2.8,52.4,0.2,100,4.17,rain,0,0,43.6,18.4,356.4,1022.9,38.2,22.2,265.8,23,9,10,2022-05-09T05:19:41,2022-05-09T20:30:05,0.25,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"33345099999,remote"
ukraine,2022-05-10,15.9,4.6,10.9,15.9,3.6,10.7,-3.6,37.7,0,0,0,,0,0,40.3,16.2,354.2,1023.6,36.8,22.7,310.4,26.7,9,10,2022-05-10T05:18:06,2022-05-10T20:31:35,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-11,20.2,5.1,13.3,20.2,3.8,13,-1.6,37.7,0,0,0,,0,0,33.8,13.2,277.3,1018.5,46.2,22.7,295.2,25.5,9,10,2022-05-11T05:16:32,2022-05-11T20:33:04,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-12,28.7,12.4,20.4,27.4,12.4,20.2,4.7,37.6,1,100,4.17,rain,0,0,51.1,21.7,247.7,1012.7,71.9,21.5,240.3,20.5,8,10,2022-05-12T05:15:00,2022-05-12T20:34:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-13,21.1,11.9,17,21.1,11.9,17,6.5,52.7,0.7,100,4.17,rain,0,0,47.5,19.8,289.7,1015,78.2,22.9,210.9,17.8,8,10,2022-05-13T05:13:30,2022-05-13T20:36:01,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-05-14,19.4,11.6,15.5,19.4,11.6,15.5,6.7,57.2,0.1,100,4.17,rain,0,0,45,16.6,297.9,1011.5,82.2,21.7,197.2,16.7,8,10,2022-05-14T05:12:02,2022-05-14T20:37:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-05-15,17.8,9.2,14,17.8,8.2,13.9,4.8,56,0,0,0,rain,0,0,46.4,20.2,294.1,1013.7,65.2,22.2,212.8,18.4,8,10,2022-05-15T05:10:36,2022-05-15T20:38:54,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
